,id,title,address,introduction,latitude,longitude,dial_num,type,region1,region2,image_url,score,nature,outdoor,fatigue,sea,walking,exciting,day,culture,group,tag
61,62,박물관은 살아있다,제주특별자치도 서귀포시 중문관광로 42,다섯개의 착시체험 테마로 이루어진 눈속임테마파크,33.255043,126.409065,064-805-0888,관광지,서귀포시,중문,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/327fb774-0376-475b-9367-e007cdec546b.jpg,109196.0,0,0,1,1,0,2,2,3,5,"실내관광지,문화관광,아이,사계절"
62,63,제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47,"일반 카트장의 3배 크기, 국제경기유치가 가능한 국내최대규모카트장",33.48239,126.63868,064-784-8800,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/94e27f46-4576-4823-9777-868ccf9eb85e.jpg,108273.0,1,3,2,1,0,3,3,0,11,"액티비티,맑음,체험,아이"
63,64,1100고지습지,제주특별자치도 서귀포시 색달동 산 1-2,쉽게 만나볼 수 없는 야생동물을 만나볼 수 있는 곳,33.3575,126.46292,064-728-6200,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/ff33ab04-9b68-48c3-ad3d-0cbf95a03520.JPG,107175.0,3,3,2,1,3,0,3,1,7,"자연경관,흐림,포토스팟,가을"
64,65,송악산,제주특별자치도 서귀포시 대정읍 송악관광로 421-1,서남부의 절경을 선사하는 산방산의 이웃산,33.207714,126.29099,--,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/202008/21/a8ee7cef-10ef-42a1-b1f7-d5730021f0dc.jpg,104079.0,3,3,3,0,2,0,3,1,7,"자연경관,커플,맑음,걷기/등산,해변,친구,가을"
65,66,소인국테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,세계 각국의 유명건축물을 한번에 볼 수 있는 테마공원,33.2904213,126.322602,064-794-5400,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b588f9b7-e75e-42c7-a1d3-4dabbf619e1a.jpg,103939.0,1,1,1,1,1,2,3,2,5,"실내관광지,아이,봄"
66,67,환상숲 곶자왈공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주도의 진짜 자연을 볼 수 있는 에코힐링여행,33.322342,126.26323,064-772-2488,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/e25f9884-aab8-401d-9b70-c2582fa02490.jpg,103879.0,3,3,1,1,3,1,3,1,1,"커플,자연경관,걷기/등산"
67,68,수월봉 지질트레일,제주특별자치도 제주시 한경면 노을해안로 1013-70,오누이의 효심이 담긴 이야기가 있는 지질트레일,33.293736,126.16281,064-772-3334,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202111/03/53190c82-4ef7-4950-951d-aa591ae17b73.jpg,102664.0,3,3,2,2,3,0,3,1,1,"자연경관,맑음,걷기/등산,친구,가을"
68,69,제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,제주2인승체험비행과 패러글라이딩교육스쿨,33.4910557,126.5317204,010-9632-0422,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/59366dc6-0a9c-498c-98fb-e730ca6d70dd.jpg,101500.0,1,3,2,1,0,3,3,0,11,"액티비티,맑음,체험,친구"
69,70,제주동백수목원,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 15,붉은 아기동백이 올망종망 피어있는 동백숲,33.272907,126.67505,064-764-4473,관광지,서귀포시,남원,https://api.cdn.visitjeju.net/photomng/imgpath/201812/27/b1c9d983-fdcb-4c92-91fd-de774f1c3a33.JPG,101226.0,2,3,1,1,3,1,3,0,1,"커플,자연경관,포토스팟"
70,71,생각하는정원,제주특별자치도 제주시 한경면 녹차분재로 675,국가지정 민간정원으로 대한민국 대표정원,33.3257082,126.2552516,064-772-3701,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/55dc5bc8-9755-4a48-9fdb-795bd5f6235b.jpg,101073.0,2,2,1,1,2,1,3,0,1,"커플,흐림,아이,휴식/힐링,가을"
71,72,다랑쉬오름(월랑봉),제주특별자치도 제주시 구좌읍 구좌로 109-8,4계절 색채가 뚜렷한 오름의 여왕,33.476660701113616,126.82143522460932,,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/21ead729-dd07-42e8-be6b-e272828c7317.jpg,100187.0,3,3,3,0,2,0,3,0,7,"자연경관,걷기/등산,도보,친구,가을"
72,73,동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,조천읍 선흘리에 위치한 동백동산은 제주 생태체험관광의 또 다른 명소이다. 화산 폭발 후 흘러내린 용암이 쪼개지면서 형성된 곶자왈은 넓은 연못이 만들어지기에 어려운 구조다. 하지만 용암이 식을 때 부서지지 않고 판형으로 남아있는 지형에서는 물이 빠져 내려가지 않고 고여 있게 된다. 이를 ‘파호이호이용암’이라 부르며 제주에서는 동백동산이 유일하다.,33.512349655007505,126.70726440206909,064-784-9445,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202111/10/63cb68a3-eedf-41cf-b1da-57d33c65bd7b.JPG,98972.0,2,3,1,1,3,1,3,0,1,"자연경관,맑음,휴식/힐링,걷기/등산"
73,74,제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주도 삶의 원형을 간직한 곳,33.32226,126.84201,064-787-4501,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/202111/03/ab1b74e4-1a7f-44f7-9438-473494b36548.jpg,95318.0,0,2,1,1,1,1,3,2,5,"아이,문화관광,흐림,가을"
74,75,방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,건축가 이타미 준이 설계한 노아의 방주를 본 따 만든 성전 건축물,33.305073,126.387665,064-794-0611,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/402eb059-b3f4-4858-ad8b-037531858461.JPG,93180.0,0,0,1,1,1,1,2,1,2,"문화관광,커플,사계절,맑음,부모,아이,친구"
75,76,새연교,제주특별자치도 서귀포시 서홍동 707-4,"새섬으로 가는 통로, '새'로운 인'연'을 만들어가는 다리",33.238186,126.55907,064-760-2654,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9f1410ca-8feb-4857-a55c-78eaa995a11b.jpg,92561.0,2,3,1,2,0,1,3,0,3,"커플,맑음,포토스팟"
76,77,아부오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,제주의 오름을 좀 더 가깝게 느낄 수 있는 아부오름,33.44878,126.7774,,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201908/16/b7b0e09e-0724-4c47-a904-2d92428714a1.jpg,90452.0,3,3,3,0,3,0,3,0,7,"자연경관,커플,봄,맑음,도보,친구,가을"
77,78,제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462,국내 최대 규모의 유리 조형예술체험 테마파크,33.314835,126.273445,064-772-7777,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/a73cab68-c3d3-493c-8b0a-98df55a19f5f.jpg,90304.0,0,0,1,1,1,3,2,3,5,"커플,실내관광지,흐림,가을"
78,79,안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524,"'구가의 서' 촬영지, 제주의 아름다운 계곡 중 하나로 꼽히는 신비한 안덕계곡",33.25729495369508,126.35275401038132,064-794-9001,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202111/03/eeea760e-bb2a-48f0-af7f-0f8299b60fcf.jpg,90251.0,3,3,2,1,3,1,3,0,1,"자연경관,체험,커플,봄,흐림,액티비티"
79,80,제주러브랜드[휴업중],제주특별자치도 제주시 1100로 2894-72,성을 주제로 한 현대적 감각의 테마조각공원,33.4519922,126.4890053,064-712-6988,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fdf51915-5486-4e07-932d-df7eb729dedf.jpg,89443.0,0,0,1,1,1,1,2,0,2,"실내관광지,커플,가을"
80,81,붉은오름 자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,계절마다 각기 다른 아름다움을 뽐내는 붉은 오름 자연휴양림,33.395905,126.669785,064-760-3481~2,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/202111/11/e91e2593-82f1-40e4-9d4c-321aa393be20.jpg,89352.0,2,3,1,1,3,0,3,0,1,"자연경관,커플,걷기/등산,흐림,도보,휴식/힐링,가을"
81,82,제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,제주의 바람과 신화를 머금은 아름다운 돌을 감상하다,33.4087482,126.635052,064-710-7733~4,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201912/03/81d4da47-dfec-4c93-8597-715fef40545b.jpg,87279.0,1,1,1,1,1,1,2,3,5,"커플,실내관광지,흐림"
82,83,선녀와나무꾼,제주특별자치도 제주시 조천읍 선교로 267,그리운 옛날 그 시절로 돌아가는 추억여행,33.47903,126.70303,064-784-9001,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202111/01/84d55883-3b46-4d7e-aff9-94847788aa87.jpg,85897.0,0,0,1,1,0,1,2,2,5,"커플,사계절,실내관광지,흐림,아이"
83,84,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,"150여종 허브와 꽃을 만날 수 있는 허브동산, 밤이 즐거운 야간명소",33.3225332,126.8228665,064-787-7362~3 ,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/201810/16/f70e8222-2682-45e1-a1dc-aa63380f16f2.JPG,85494.0,2,3,1,1,3,1,3,0,1,"맑음,커플,친구"
84,85,오라동 청보리-메밀꽃밭,제주특별자치도 제주시 오라2동 산 76,한라산 아래 드넓은 청보리-메밀꽃의 향연,33.426865,126.505775,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201809/28/fbc56229-ade0-47d9-a6be-c148ee791dc6.JPG,84353.0,2,3,1,1,1,1,3,0,3,"자연경관,커플,봄,맑음,포토스팟,친구,가을"
85,86,한라수목원,제주특별자치도 제주시 수목원길 72,숲이 주는 상쾌한 느낌을 만끽하는 도심 속 공원,33.469604,126.4918,064-710-7575,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/10/3ee79bde-47e4-4659-90b4-1f4acb55253e.JPG,83318.0,2,2,2,1,3,0,3,1,1,"자연경관,맑음,부모,아이,휴식/힐링,여름"
86,87,감귤박물관,제주특별자치도 서귀포시 효돈순환로 441,"감귤에 대한 모든 것을 보고, 느끼고, 체험할 수 있는 박물관",33.271523,126.60766,064-760-6400~1,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201912/04/f5a94d92-dc05-4ef2-b799-53447d18f03c.jpg,79640.0,0,0,1,1,0,1,2,2,5,"실내관광지,문화관광,아이"
87,88,서귀포잠수함(대국해저관광),"제주특별자치도 서귀포시 남성중로 40 (서홍동, 유람선매표소) 서귀포잠수함",세계최대 연산호군락지와 해저 비경을 발견하는 잠수함체험,33.2392231,126.5586562,,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/05/956a7a7f-9f3e-4cac-8923-be4cef5bc44b.jpg,79617.0,3,2,1,3,0,3,3,0,10,"아이,액티비티,체험,커플"
88,89,가파도,제주특별자치도 서귀포시 대정읍 가파리,돌담과 바다가 어우러지면서 아름다운 풍경을 자아내는 가파도 청보리,33.170017,126.271515,064-794-7130,관광지,섬 속의 섬,가파도,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/ea7a59c0-ea4d-4a11-bd54-55e231b78ba3.jpg,78805.0,3,3,2,1,3,0,3,0,1,"자연경관,커플,봄,맑음,포토스팟,친구,휴식/힐링"
89,90,수월봉,제주특별자치도 제주시 한경면 고산리 3760,"차귀도로 떨어지는 낙조와 지질학의 교과서를 만나보자
· 천연기념물 제513호
· 올레12코스",33.294754,126.16345,--,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201907/30/23b42bb3-a7c5-444e-84d4-6dafe7bac284.jpg,78334.0,3,3,3,2,1,0,3,1,9,"자연경관,커플,혼자,부모,포토스팟,아이,친구,휴식/힐링"
90,91,아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46,"감귤체험, 포토스팟, 아날로그 감성이 있는 곳",33.45559,126.451096,010-4953-0846,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d34297c8-684e-4885-8dfe-466743deb24e.jpg,77746.0,2,3,2,1,1,3,3,0,11,"체험,커플,맑음,아이,친구"
91,92,위미리 동백나무군락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,"현맹춘(1858-1993) 할머니가 모진바람을 막기 위하여 한라산의 동백을 따다 심어 자라 군락지를 이룬곳, 제주도 기념물 제 39 호",33.27326,126.675934,--,관광지,서귀포시,남원,https://api.cdn.visitjeju.net/photomng/imgpath/202111/11/46260762-c3e3-4d89-b57f-c1accd8e3a54.jpg,77591.0,2,3,1,1,3,1,3,0,1,"자연경관,커플,맑음,포토스팟,아이"
92,93,마방목지,제주특별자치도 제주시 516로 2480,제주혈통 조랑말이 뛰어노는 초원지대,33.42824,126.60599,064-710-2298,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9701ce03-cb6e-4035-9f31-5d7b619de3bf.jpg,77050.0,2,3,1,1,1,1,2,0,3,"자연경관,문화관광,봄,맑음,포토스팟,아이"
93,94,비양도,제주특별자치도 제주시 한림읍 협재리,"천 년의 시간을 간직한 섬
· 천연기념물 제439호
· 제주도기념물 제48호
· 올레15코스",33.408838708596456,126.2278571246094,064-796-3515,관광지,섬 속의 섬,비양도,https://api.cdn.visitjeju.net/photomng/imgpath/202110/28/48db5516-8a2f-4208-81d6-9eeb657e992d.jpg,76979.0,3,3,3,1,3,1,3,0,7,"자연경관,맑음,아이,휴식/힐링,여름"
94,95,신비의도로카트체험장,제주특별자치도 제주시 노형동 187-3,"제주의 아름다운 공기와 바람을 가르며 달리는 짜릿한 경험! 제주 도심권의 최고의 레저, 공항부근 10부거리 위치!",33.461826,126.48475,064-711-3773,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/20fff552-84c0-4e20-9765-2851bce17ceb.jpg,76329.0,0,3,3,1,0,3,3,0,11,"체험,봄,맑음,액티비티,아이"
95,96,"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가로 195,"알록달록 조용한 애월의 작은 초등학교(구, 분교)",33.453457,126.345276,064-797-7200,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4346a48e-46dc-4867-a500-52fe34939bf8.gif,75031.0,0,3,1,1,3,1,3,0,1,"커플,봄,맑음,포토스팟,아이"
96,97,녹산로유채꽃길,제주특별자치도 서귀포시 표선면 가시리 산 87-15,노란 유채꽃이 아름다운 길,33.39823,126.71993,--,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/be1f5777-27d3-4ea8-bb2d-d87edfb8e312.jpg,73933.0,2,3,2,1,3,1,3,0,1,"자연경관,커플,봄,맑음,포토스팟,도보"
97,98,월령선인장군락지,제주특별자치도 제주시 한림읍 월령3길 27-4,이국적인 분위기를 풍기는 선인장 군락지,33.377865,126.21586,064-728-2752,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/e2f30ced-4f21-4d3e-afc9-0be5b523f6e3.JPG,73339.0,3,3,3,1,3,1,3,0,7,"포토스팟,맑음,커플,여름"
98,99,제주빅볼랜드,제주특별자치도 제주시 애월읍 산록서로 15,커다란 공안에 들어가 언덕을 굴러 내려오는 레포츠,33.3659432,126.35644,1588-6418,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7df92229-6897-4a2f-a2d1-4a3b98ec2288.jpg,73290.0,1,3,2,1,0,3,3,0,11,"체험,맑음,액티비티,아이,가을"
99,100,월정리 카약체험장,제주특별자치도 제주시 구좌읍 일주동로 2361-2,바닷속을 직접 배안에서 볼 수 있는 카약체험,33.56346,126.78025,064-743-0051,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201908/21/e44bc8ee-6b17-4751-9cab-916231527298.png,73034.0,3,3,2,3,0,3,3,0,10,"액티비티,체험,커플,여름"
100,101,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,제주항공우주박물관은 항공 기술과 우주를 꿈꾸는 사람들에게 무한한 상상력을 심어준다. 하늘을 날고자 했던 라이트 형제의 수많은 도전과 미래 행성을 세우는 일까지 마음껏 상상의 나래를 펼칠 수 있다.,33.30413,126.299675,064-800-2114,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202008/28/fc8f02ff-55bd-4ab8-b038-a2b492c17143.JPG,72863.0,0,0,1,1,1,0,2,3,5,"실내관광지,문화관광,아이"
101,102,관덕정,제주특별자치도 제주시 관덕로 19,"국가지정 보물 제 322호로 제주에 현존하는 건물 중 가장 오래된 건물
· 제주시 삼도2동
· 보물 제322호
· 올레17코스
· 4·3 유적지",33.513355,126.52145,064-710-6711,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201908/16/3752d151-dad4-4199-8227-0e5d96e56d8e.jpg,71111.0,1,3,1,1,1,1,0,3,12,"문화관광,커플,사계절,혼자,부모,실내관광지,아이,친구"
102,103,용연,제주특별자치도 제주시 흥운길 73,"용연을 잇는 다리, 용연구름다리
· 제주시 용담2동
· 제주도기념물 제57호
· 올레17코스",33.5152024,126.514026,064-728-3917,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201908/28/92dcce7e-103b-4fb9-acc5-f9d8b128a102.gif,70624.0,2,3,1,2,1,1,0,0,8,"자연경관,맑음,휴식/힐링,여름"
103,104,신화테마파크,서귀포시 안덕면 신화역사로304번길 98,한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크..,33.299404,126.3193,1670-1188,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/af7f2d2e-6401-4fd9-b5a7-54947a1be593.jpg,70044.0,0,0,2,1,1,3,3,0,4,"실내관광지,맑음,아이"
104,105,1100고지(휴게소),제주특별자치도 서귀포시 1100로 1555,겨울이면 더욱 아름다운 한라산 대표적인 뷰포인트,33.339912,126.43682,064-747-1105,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/2bb7145b-d0f8-406d-9a4f-258e6f60c37d.jpg,69554.0,2,3,2,1,3,0,3,0,1,"흐림,포토스팟"
